Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Mauritania,MRT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3682846139,3873474561,4036020974,4374750005,4331101563,4855610367,5231949586,5106256282,5305053431,5801668944,5908148109,6164176308,6300425401,6810225542,7399663013,8322820117,10197208678,10763578502,11093241544,11061008925,11730570519,12535969842,13506740050,14560755248,15649077478,16040244108,16569783260,17458303627,
Mauritius,MUS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5054964977,5454893268,5942599426,6393181576,6799295547,7238723250,7782742716,8366162208,8970346881,9345401994,10420827521,10932606896,11335023023,11983820747,13020838431,13606641935,15222119709,16522219554,17753861138,18481694936,19526271715,20742028226,21862631114,22962237567,24249659300,25383578545,26694060886,28212016755,
Malawi,MWI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4539455086,5100047457,4833795068,5428433841,4976246739,5929864970,6479907674,6840762725,7184359413,7516216227,7808406247,7589033957,7836529182,8448833988,9151715082,9754954028,10527220879,11844894661,12999915354,14189510517,15350123280,16427533196,17045633652,18221609779,19605900158,20373431289,21145896467,22387439902,
Malaysia,MYS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23019E+11,1.39248E+11,1.55076E+11,1.74476E+11,1.94604E+11,2.18189E+11,2.44395E+11,2.66781E+11,2.4983E+11,2.69221E+11,2.9974E+11,3.08158E+11,3.29756E+11,3.558E+11,3.90383E+11,4.24429E+11,4.61901E+11,5.04062E+11,5.38783E+11,5.34658E+11,5.8137E+11,6.24786E+11,6.71123E+11,7.13971E+11,7.7044E+11,8.18447E+11,8.63896E+11,9.31301E+11,
North America,NAC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.53996E+12,6.74074E+12,7.12401E+12,7.49324E+12,7.96449E+12,8.35143E+12,8.81141E+12,9.36287E+12,9.88131E+12,1.05064E+13,1.11853E+13,1.15593E+13,1.19478E+13,1.25332E+13,1.3358E+13,1.42645E+13,1.50974E+13,1.57785E+13,1.60614E+13,1.57269E+13,1.63291E+13,1.69489E+13,1.76233E+13,1.82452E+13,1.90487E+13,1.97242E+13,2.02536E+13,2.1109E+13,
Namibia,NAM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5291185152,5913741711,6483399313,6532811950,6787253646,7198969247,7564326802,8018476213,8372296594,8786822495,9300602808,9624607342,10240322132,10887346076,12559277448,13291267727,14668608404,15868266162,16608267431,16783925339,18014918715,19322996885,20675021622,22188516920,24021364808,25759745660,26255784536,26474868436,
New Caledonia,NCL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4632816532,4906897158,4691708144,4872957522,5175953975,5421593371,5709320795,5966959805,6660357945,6723821813,6779894237,7427044795,7767224754,8341979288,8579931818,9254523120,10092099857,10686690817,11941028492,11945965512,13103257832,13679116082,15581901708,16667727659,18244301226,19241997694,20447427264,21833926875,
Nigeria,NGA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06821E+11,2.14471E+11,2.29518E+11,2.30197E+11,2.30829E+11,2.35472E+11,2.49832E+11,2.61571E+11,2.71235E+11,2.76994E+11,2.97507E+11,3.22294E+11,3.77405E+11,4.13212E+11,4.6385E+11,5.09601E+11,5.57085E+11,6.09606E+11,6.63609E+11,7.22388E+11,7.89749E+11,8.48839E+11,9.01043E+11,9.76677E+11,1.05694E+12,1.09674E+12,1.09277E+12,1.1214E+12,
Nicaragua,NIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8018863662,8270089148,8491289576,8659160368,9138608578,9880744731,10699427634,11314221456,11861515112,12890378832,13724443377,14452829656,14785336864,15460295479,16729270584,18007023608,19330881699,20852760882,21992306871,21429691751,22648036424,24575775914,26654358227,28419322955,30313760142,32103713021,34028008193,36324176883,
Netherlands,NLD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82747E+11,2.99284E+11,3.11329E+11,3.22745E+11,3.39373E+11,3.57247E+11,3.76131E+11,4.0142E+11,4.29376E+11,4.57698E+11,5.03118E+11,5.27345E+11,5.48919E+11,5.46811E+11,5.76837E+11,6.08166E+11,6.63695E+11,7.12139E+11,7.5393E+11,7.27955E+11,7.40097E+11,7.68994E+11,7.82579E+11,8.1781E+11,8.19745E+11,8.38995E+11,8.60688E+11,8.99531E+11,
Norway,NOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78221776773,83318604788,88263923453,92935086461,99711149355,1.06019E+11,1.17355E+11,1.25953E+11,1.24805E+11,1.36335E+11,1.65943E+11,1.70702E+11,1.72268E+11,1.75886E+11,1.95164E+11,2.20866E+11,2.52081E+11,2.63181E+11,2.94472E+11,2.67645E+11,2.83684E+11,3.0781E+11,3.28453E+11,3.4062E+11,3.39137E+11,3.20353E+11,3.07834E+11,3.24404E+11,
Nepal,NPL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14517163458,15955615210,16989469639,18063324661,19963402718,21086637427,22615652339,24164038261,25163071725,26675478456,28973998272,31056700791,31571345140,33471233015,36002020704,38453314321,40968257730,43493414038,47053785295,49560311858,52581800527,55503825717,59228862722,62670395137,67615804895,70620227101,71942229913,79026602948,
Nauru,NRU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37543967.82,51456289.11,56336865.59,64752285.8,73811384.02,82753192.17,112860925.3,156847637,163000890.1,182248829.5,193236170.8,
New Zealand,NZL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49529880043,50912472705,52652174527,56924218539,61675816392,65769870039,68919186066,72350183336,73744995168,78923926226,82976858321,87378126684,92024844754,96506705954,1.02537E+11,1.06147E+11,1.16194E+11,1.24125E+11,1.27199E+11,1.32094E+11,1.36028E+11,1.43508E+11,1.45406E+11,1.60891E+11,1.68136E+11,1.74016E+11,1.85218E+11,1.97072E+11,
OECD members,OED,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78336E+13,1.86835E+13,1.95409E+13,2.0437E+13,2.15412E+13,2.25847E+13,2.37381E+13,2.50212E+13,2.6069E+13,2.73255E+13,2.92279E+13,3.03663E+13,3.15415E+13,3.26666E+13,3.4653E+13,3.65681E+13,3.9236E+13,4.14172E+13,4.27721E+13,4.18988E+13,4.37585E+13,4.57577E+13,4.7267E+13,4.91777E+13,5.09597E+13,5.25621E+13,5.41972E+13,5.64048E+13,
Oman,OMN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41043410377,44985534758,49882315009,54155233904,57451332000,61580194810,64614311788,69685423726,72302996608,73317845115,79036491739,84461165830,84813929962,84196370956,87629362814,92701552364,1.00683E+11,1.07964E+11,1.19109E+11,1.27349E+11,1.35098E+11,1.36358E+11,1.5183E+11,1.61029E+11,1.68428E+11,1.78323E+11,1.90322E+11,1.93218E+11,
Other small states,OSS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2259E+11,2.38473E+11,2.54159E+11,2.70366E+11,3.05568E+11,3.34399E+11,3.86453E+11,4.38545E+11,4.86386E+11,5.04114E+11,5.53859E+11,6.11363E+11,6.46046E+11,6.78035E+11,7.0858E+11,7.34875E+11,7.60608E+11,7.90568E+11,
Pakistan,PAK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12613E+11,2.3081E+11,2.54263E+11,2.64888E+11,2.80636E+11,3.00706E+11,3.21036E+11,3.29843E+11,3.41925E+11,3.59864E+11,3.83733E+11,4.00258E+11,4.19507E+11,4.48608E+11,4.94909E+11,5.5E+11,6.01918E+11,6.47801E+11,6.71746E+11,6.96013E+11,7.15834E+11,7.50693E+11,7.91333E+11,8.39466E+11,8.94478E+11,9.46956E+11,1.01204E+12,1.08898E+12,
Panama,PAN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12545222752,14183758244,15696908859,16947138193,17801093403,18490688137,19596382065,21219564927,23024592574,24292666103,25520097474,26251570020,27248734393,28960884684,31995590671,35400019748,39644680019,45577211409,51051306587,52078390874,55786644703,63380232185,70859739853,76974889248,82326350367,87989818755,93538125885,1.00288E+11,
Peru,PER,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74947584500,79160868273,80527755037,86766720889,99520073082,1.09125E+11,1.14228E+11,1.23708E+11,1.24561E+11,1.28357E+11,1.34815E+11,1.3874E+11,1.48552E+11,1.57825E+11,1.70205E+11,1.86723E+11,2.0695E+11,2.30555E+11,2.56532E+11,2.61313E+11,2.86544E+11,3.10965E+11,3.36137E+11,3.61556E+11,3.7679E+11,3.93259E+11,4.14014E+11,4.32119E+11,
Philippines,PHL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60563E+11,1.64948E+11,1.69277E+11,1.76973E+11,1.88669E+11,2.01615E+11,2.17297E+11,2.32477E+11,2.33645E+11,2.44531E+11,2.61128E+11,2.74808E+11,2.89199E+11,3.09627E+11,3.39449E+11,3.67111E+11,3.98228E+11,4.35877E+11,4.62883E+11,4.71754E+11,5.13961E+11,5.43771E+11,5.90801E+11,6.42751E+11,6.94494E+11,7.44614E+11,8.05965E+11,8.75311E+11,
Palau,PLW,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187019025.8,203987810.8,215326585.6,212514116.5,228938266.6,246922443.7,248911210,257903964.1,248880410.3,235900139.6,239776703.8,257909673.7,272108969.6,270686048.5,288700798.5,322272436.5,328102625.2,322080316.2,
Papua New Guinea,PNG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6616596051,7489535513,8721139654,10553854659,11418922243,11270949100,12364279850,12084883009,11755598763,12156966860,12123402348,12384643270,12554781609,13082247179,13807752192,15156298289,15980380304,18226337438,18529179583,19940486537,22227599207,22937726619,24446134108,25792331871,30304156694,32256012106,33187727344,34644952685,
Poland,POL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35481E+11,2.26249E+11,2.37226E+11,2.5195E+11,2.7093E+11,2.95809E+11,3.18781E+11,3.44683E+11,3.659E+11,3.87469E+11,4.07501E+11,4.24983E+11,4.50394E+11,4.68247E+11,5.09575E+11,5.30344E+11,5.77617E+11,6.39856E+11,6.981E+11,7.34151E+11,8.01518E+11,8.6977E+11,9.07167E+11,9.40325E+11,9.73566E+11,1.00959E+12,1.04113E+12,1.10594E+12,
Pre-demographic dividend,PRE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.77349E+11,6.14626E+11,6.51164E+11,6.73102E+11,6.89631E+11,7.25308E+11,7.83041E+11,8.4753E+11,9.30728E+11,9.9555E+11,1.04805E+12,1.12272E+12,1.19952E+12,1.20536E+12,1.40903E+12,1.55057E+12,1.71289E+12,1.87047E+12,2.03595E+12,2.15573E+12,2.32114E+12,2.48706E+12,2.67925E+12,2.89061E+12,3.07872E+12,3.21254E+12,3.35855E+12,3.47561E+12,
Puerto Rico,PRI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50813121158,53714350288,57446231191,61544614174,65485423060,69892292065,72814837493,77675310705,82860917829,88663254901,93647848595,1.01829E+11,1.0434E+11,1.06477E+11,1.18977E+11,1.20365E+11,1.22314E+11,1.24109E+11,1.2421E+11,1.2271E+11,1.23695E+11,1.25797E+11,1.28151E+11,1.29821E+11,1.30578E+11,1.30609E+11,1.3052E+11,1.29707E+11,
"Korea, Dem. People’s Rep.",PRK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17493E+11,1.26707E+11,1.31007E+11,1.31383E+11,1.35474E+11,1.44222E+11,1.49946E+11,1.59558E+11,1.69451E+11,1.81095E+11,1.94314E+11,2.02663E+11,2.12224E+11,2.17956E+11,2.25228E+11,2.38841E+11,2.59464E+11,2.7097E+11,2.81181E+11,2.79682E+11,2.89014E+11,2.82734E+11,2.78161E+11,2.91753E+11,2.98996E+11,3.05899E+11,3.16564E+11,3.2603E+11,
Paraguay,PRY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21654924617,23157440699,24087130782,25877544025,27833685256,30352853298,31393370008,33285332440,33669455941,33717716646,33686939287,34167260768,34684345227,36904476237,39457788897,41596313035,44935278730,48632215051,52739436361,53002872064,59628861351,63445983129,64266732329,70801659992,75575675673,78748502128,83192854221,89102545328,
West Bank and Gaza,PSE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4602562963,5033359226,5498298008,6930413535,8824184972,10568033453,9734732359,9313909911,9322845066,10421121610,11628118995,13315278584,13095275504,13211610188,12480572044,14975945695,15581068423,17107576520,19955277668,19409673184,19542376781,22195788694,23257194428,22886737270,
Pacific island small states,PSS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500029380,4621980133,4985565363,5246611869,5615864503,5941565168,6260782905,6270913827,6453319976,6929598330,7011276587,7274046705,7557132396,7851320743,8411167983,8849589213,9329145174,9661000426,10024061299,9946015479,10363942975,11000142976,11393614097,11937313978,12676980306,13253594103,13675024158,14391517178,
Post-demographic dividend,PST,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72111E+13,1.7995E+13,1.87428E+13,1.93749E+13,2.03568E+13,2.13339E+13,2.23709E+13,2.35065E+13,2.44113E+13,2.5612E+13,2.73717E+13,2.84938E+13,2.96268E+13,3.07361E+13,3.25782E+13,3.43353E+13,3.67172E+13,3.87129E+13,3.98938E+13,3.89821E+13,4.05638E+13,4.2183E+13,4.34692E+13,4.51534E+13,4.66362E+13,4.79841E+13,4.9432E+13,5.13748E+13,
French Polynesia,PYF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50852406756,54038779566,58809069752,62213052192,76209186662,84555225543,1.09961E+11,1.33191E+11,1.59792E+11,1.80256E+11,2.18205E+11,2.52498E+11,2.69202E+11,2.85614E+11,3.02308E+11,3.16764E+11,3.27642E+11,3.38807E+11,
Romania,ROU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22098E+11,1.09864E+11,1.02517E+11,1.0656E+11,1.13107E+11,1.23708E+11,1.30657E+11,1.26409E+11,1.2563E+11,1.2657E+11,1.3192E+11,1.45482E+11,1.56007E+11,1.6873E+11,1.95878E+11,2.07302E+11,2.47704E+11,2.88029E+11,3.43529E+11,3.35916E+11,3.43516E+11,3.60794E+11,3.7973E+11,3.95624E+11,4.1059E+11,4.28643E+11,4.70257E+11,5.22114E+11,
Russian Federation,RUS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18823E+12,1.16582E+12,1.01913E+12,9.52929E+11,8.50879E+11,8.32634E+11,8.17249E+11,8.42722E+11,8.06334E+11,8.7067E+11,1.00058E+12,1.07549E+12,1.1679E+12,1.33851E+12,1.47401E+12,1.69673E+12,2.13375E+12,2.3775E+12,2.8782E+12,2.76812E+12,2.92812E+12,3.47538E+12,3.69239E+12,3.76566E+12,3.76877E+12,3.62175E+12,3.6403E+12,3.8172E+12,
Rwanda,RWA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089277683,4119147484,4460466123,4196301378,2132170949,2943342921,3379073307,3912909282,4305767915,4558013437,5051961341,5605494379,6442378121,6715557456,7414123949,8370342795,9423569550,10417504873,11808025507,12645452885,13735403921,15110215757,16745873563,17818393510,19521134596,21482730874,23058150738,24894997163,
South Asia,SAS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35295E+12,1.42613E+12,1.54313E+12,1.64787E+12,1.78365E+12,1.94629E+12,2.11647E+12,2.23233E+12,2.38069E+12,2.6019E+12,2.76964E+12,2.95308E+12,3.10932E+12,3.39888E+12,3.75573E+12,4.21621E+12,4.71944E+12,5.27635E+12,5.58528E+12,6.04995E+12,6.67043E+12,7.22946E+12,7.76387E+12,8.36715E+12,9.10941E+12,9.90464E+12,1.07149E+13,1.16189E+13,
Saudi Arabia,SAU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.48031E+11,5.32422E+11,5.66273E+11,5.7184E+11,5.87273E+11,6.00793E+11,6.27896E+11,6.45691E+11,6.71584E+11,6.56201E+11,7.08887E+11,7.16263E+11,7.06756E+11,8.01887E+11,8.89509E+11,9.69306E+11,1.02694E+12,1.07375E+12,1.16323E+12,1.14793E+12,1.22051E+12,1.37024E+12,1.471E+12,1.5351E+12,1.61973E+12,1.70452E+12,1.75511E+12,1.77138E+12,
Sudan,SDN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29203441165,32441934972,35364096082,37859638904,39054403920,42259930390,45578490724,51257155919,54045811026,56576192781,61535542493,67029065332,72432321962,79590721488,84954983758,94256168924,1.0693E+11,1.22424E+11,1.34564E+11,1.39981E+11,1.46607E+11,1.46689E+11,1.5017E+11,1.59302E+11,1.66506E+11,1.76569E+11,1.87226E+11,1.98758E+11,
Senegal,SEN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11301917955,11976575720,12401806984,12862036908,13133481893,14126506328,14673825238,15391229268,16475994561,17789884113,18776742611,20084394750,20526247476,22334723137,24296141378,26487935227,27973766122,30136488244,31974078239,32891047873,34478898849,35703977717,38222433033,39935826196,43341100293,46600577503,50134631325,54687769997,
Singapore,SGP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67640530140,74565682268,81670835092,93260868694,1.05652E+11,1.15435E+11,1.26396E+11,1.39218E+11,1.37597E+11,1.48218E+11,1.65079E+11,1.67233E+11,1.76952E+11,1.88485E+11,2.12162E+11,2.35389E+11,2.64117E+11,2.95852E+11,3.07047E+11,3.07513E+11,3.58707E+11,3.89363E+11,4.12727E+11,4.40829E+11,4.66169E+11,4.81784E+11,4.99627E+11,5.27021E+11,
Solomon Islands,SLB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379559581.4,415741256.7,479180391.9,510089109.7,568839181.2,628457999.8,650202877.2,651810113.3,670637531.9,677614414.7,594155204.3,559210042.5,551896349.9,599490079.7,646147095.6,703093757.1,775036674.3,853905549.6,932424504.8,895087031.2,967710424.5,1118021984,1190485002,1246218690,1297128557,1344528761,1408750256,1480540219,
Sierra Leone,SLE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3485536986,3686260662,3053448849,3169068147,3173482837,2980505706,3088143444,2956398154,3041827490,3027249436,3302112539,3163055267,4060033845,4526648910,4957997409,5348077355,5745222949,6373401943,6849226813,7121257359,7593618512,8239839598,9665618312,11856363228,12619109866,10128385557,10878750020,11540860371,
El Salvador,SLV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15435547041,16187661321,17718621817,19195814653,20523727761,21943844972,22527147724,23631000003,24521471549,25434626976,26306322641,27141867482,27994191350,28998465920,30061260085,31868609939,34274239790,35841063290,37321501836,36821475268,38056204916,40322505966,42220874578,43921768260,45594947084,47185228380,49020403711,51061468846,
San Marino,SMR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308141733,1421685091,1573293210,1644666995,1775532578,1808946282,1916607892,2059644552,2176533521,2329898367,2562453109,2655832673,2332813423,2251374815,2080937193,1959295542,1930559926,1947520325,1980451709,2049844116,2118028222,
Somalia,SOM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37187834559,38785423637,42283599356,43781322294,39051999325,43039712835,46054250957,50982938376,53844264870,60186445702,64786820164,71226718177,77330398074,87627865083,86603398436,88046369519,93810628430,94365648772,98579325367,98197981498,99283260588,1.03895E+11,1.08345E+11,
Sub-Saharan Africa (excluding high income),SSA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6576E+11,8.98895E+11,9.17918E+11,9.33035E+11,9.62565E+11,1.01543E+12,1.08807E+12,1.14685E+12,1.18836E+12,1.23357E+12,1.30585E+12,1.39546E+12,1.50835E+12,1.60627E+12,1.761E+12,1.93203E+12,2.11427E+12,2.31674E+12,2.49285E+12,2.59971E+12,2.78567E+12,2.98524E+12,3.16271E+12,3.38761E+12,3.61929E+12,3.77527E+12,3.87824E+12,4.06128E+12,
South Sudan,SSD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35254040080,17080147465,22445378165,23515500506,23728929187,20707189262,,
Sub-Saharan Africa,SSF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.66397E+11,8.99572E+11,9.18661E+11,9.33844E+11,9.63384E+11,1.01626E+12,1.08895E+12,1.14786E+12,1.18947E+12,1.23471E+12,1.30704E+12,1.39665E+12,1.50957E+12,1.60743E+12,1.76216E+12,1.93334E+12,2.11575E+12,2.31841E+12,2.49452E+12,2.60137E+12,2.78746E+12,2.98721E+12,3.16474E+12,3.3898E+12,3.62162E+12,3.77775E+12,3.88085E+12,4.06409E+12,
Small states,SST,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88851E+11,3.07709E+11,3.27129E+11,3.49406E+11,3.90337E+11,4.25041E+11,4.86305E+11,5.44325E+11,5.95949E+11,6.10844E+11,6.63736E+11,7.25105E+11,7.63389E+11,7.98727E+11,8.32716E+11,8.62011E+11,8.87117E+11,9.19816E+11,
Sao Tome and Principe,STP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231641977.7,240788338.2,261733571.2,279236542.6,308667126.4,347151651.5,367986064.4,405919411.6,418925646.5,452334225.2,481978562.2,506279459.3,539225902.6,584856047.6,613782128.8,647591259.6,684788902.7,
Suriname,SUR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2727914581,2894818841,2972650932,2839471739,2998496053,3061034985,3148084972,3384476541,3499894539,3503705832,3658685453,3899229925,4069942426,4412618628,4919339369,5306119081,5786347164,6243236099,6629839063,6881752870,7325449569,7914198276,8276823610,8657211823,8835097180,8626265854,8250476118,8540625291,
Slovak Republic,SVK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37853618786,39563464274,42912803688,46367700055,50287823842,54176017148,57163919314,57741226846,61188017705,66599289569,71483327517,75972949863,81624372124,89275283993,1.01374E+11,1.13735E+11,1.27443E+11,1.24184E+11,1.34714E+11,1.39467E+11,1.44098E+11,1.51021E+11,1.56749E+11,1.60122E+11,1.65424E+11,1.7199E+11,
Slovenia,SVN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26972995865,28375434452,30313427178,31760795772,33844952075,35895116495,37791507495,40498975974,42174185312,45501958515,47901860736,51710042492,55701921139,59879849603,56031844984,56881816770,59131529881,59453701345,61380032249,63620535892,64935942924,67574517954,72063812126,
Sweden,SWE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72101E+11,1.75791E+11,1.77716E+11,1.78186E+11,1.89416E+11,2.01148E+11,2.08649E+11,2.1631E+11,2.25553E+11,2.40477E+11,2.59738E+11,2.63842E+11,2.72994E+11,2.81921E+11,3.01643E+11,3.06709E+11,3.39821E+11,3.71163E+11,3.85876E+11,3.68646E+11,3.90392E+11,4.13451E+11,4.25754E+11,4.3848E+11,4.51104E+11,4.69296E+11,4.85284E+11,5.05483E+11,
