Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Cayman Islands,CYM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1877727950,1971282981,2036301315,2095202844,2163532054,2250807582,2333512801,2565155593,2765586357,2928980790,2975762560,2782464676,2739965285,2829227343,2916776569,3001800598,3136786884,3260635960,3418990928,3581444190,
Cyprus,CYP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7725724510,8041909747,8998400591,9276983569,10033400187,11110032607,11439246346,11925407296,12737753646,13502003442,14776818458,16045288144,16716225457,17420987013,18870075203,20504230353,22517232206,25199868364,27393592357,27382934305,27562984213,28242635065,27572571796,26393313010,25908111605,26767702586,28682565660,30953330390,
Czech Republic,CZE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.30887E+11,1.19535E+11,1.21641E+11,1.24612E+11,1.30966E+11,1.42016E+11,1.50399E+11,1.51716E+11,1.53327E+11,1.57591E+11,1.66011E+11,1.79497E+11,1.85474E+11,1.98016E+11,2.12167E+11,2.24201E+11,2.43477E+11,2.69009E+11,2.89157E+11,2.88194E+11,2.90083E+11,3.0226E+11,3.05309E+11,3.20535E+11,3.39583E+11,3.52963E+11,3.67172E+11,3.84754E+11,
Germany,DEU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54363E+12,1.67649E+12,1.7477E+12,1.77217E+12,1.85436E+12,1.92593E+12,1.9745E+12,2.02078E+12,2.08169E+12,2.16417E+12,2.24386E+12,2.34694E+12,2.41913E+12,2.47503E+12,2.59337E+12,2.63642E+12,2.82108E+12,2.99816E+12,3.12255E+12,3.03332E+12,3.20775E+12,3.42714E+12,3.50368E+12,3.64778E+12,3.81367E+12,3.90551E+12,4.0304E+12,4.18758E+12,
Djibouti,DJI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342710799,,,,,,,
Dominica,DMA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303044706.8,317347818.8,331170889.9,346381030.4,353872758.3,372199988.7,390762195.4,406135580.5,426036465,434090818.4,454355320.1,464417779.4,458207674.3,497036825.2,526283970.3,546782660.3,589837177.8,644008949.2,703399684.1,700450990.9,713774313,726881582.9,732433228.4,739739257.5,786064218.5,774322573.9,803979299.1,740445384.8,
Denmark,DNK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93693710860,98161557506,1.02364E+11,1.04811E+11,1.12749E+11,1.18586E+11,1.24766E+11,1.31672E+11,1.36809E+11,1.41846E+11,1.5302E+11,1.57946E+11,1.6472E+11,1.65944E+11,1.77919E+11,1.85074E+11,2.02813E+11,2.12787E+11,2.26767E+11,2.2276E+11,2.38781E+11,2.47352E+11,2.50525E+11,2.62368E+11,2.70331E+11,2.76643E+11,2.80839E+11,2.96351E+11,
Dominican Republic,DOM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25430151989,26524685503,30173492900,33166400317,34753023243,37494928029,40461716811,44810883798,48338666869,51993685384,55655788555,58324187079,61881515397,62266118879,65622590807,74120218737,83406357511,91976070099,96790166294,98447964417,1.07961E+11,1.13643E+11,1.18881E+11,1.2669E+11,1.38811E+11,1.50186E+11,1.62159E+11,1.72591E+11,
Algeria,DZA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71447E+11,1.75028E+11,1.8224E+11,1.82658E+11,1.84866E+11,1.95893E+11,2.07647E+11,2.13525E+11,2.2685E+11,2.37692E+11,2.52386E+11,2.65903E+11,2.8513E+11,3.11759E+11,3.34111E+11,3.65236E+11,3.82798E+11,4.0624E+11,4.23985E+11,4.34178E+11,4.55452E+11,4.78299E+11,5.03548E+11,5.25842E+11,5.55561E+11,5.82721E+11,6.09631E+11,6.30529E+11,
East Asia & Pacific (excluding high income),EAP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.30898E+12,2.56988E+12,2.89866E+12,3.27717E+12,3.69085E+12,4.12834E+12,4.57303E+12,4.9638E+12,5.06151E+12,5.43981E+12,5.97278E+12,6.50538E+12,7.11125E+12,7.87099E+12,8.79491E+12,9.93511E+12,1.13094E+13,1.29779E+13,1.43204E+13,1.54988E+13,1.7194E+13,1.89962E+13,2.07853E+13,2.26185E+13,2.45555E+13,2.64153E+13,2.84288E+13,3.08295E+13,
Early-demographic dividend,EAR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4588E+12,5.91591E+12,6.31132E+12,6.82727E+12,7.20568E+12,7.6138E+12,8.1637E+12,8.66837E+12,8.94164E+12,9.30576E+12,9.96404E+12,1.03729E+13,1.07394E+13,1.15062E+13,1.26084E+13,1.38827E+13,1.53115E+13,1.67971E+13,1.78857E+13,1.84795E+13,2.0038E+13,2.1583E+13,2.29328E+13,2.43524E+13,2.59717E+13,2.74493E+13,2.91971E+13,3.11196E+13,
East Asia & Pacific,EAS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.81489E+12,6.35407E+12,6.85702E+12,7.40019E+12,8.03634E+12,8.74258E+12,9.46721E+12,1.00737E+13,1.01781E+13,1.07679E+13,1.16898E+13,1.24185E+13,1.32903E+13,1.42774E+13,1.5619E+13,1.71311E+13,1.89536E+13,2.11008E+13,2.26193E+13,2.3654E+13,2.58719E+13,2.80196E+13,3.01544E+13,3.24391E+13,3.46057E+13,3.67916E+13,3.91681E+13,4.19842E+13,
Europe & Central Asia (excluding high income),ECA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47782E+12,2.41738E+12,2.21886E+12,2.13373E+12,1.93448E+12,1.93415E+12,1.96595E+12,2.04998E+12,2.06721E+12,2.13412E+12,2.38482E+12,2.52641E+12,2.70384E+12,2.98927E+12,3.35261E+12,3.76901E+12,4.51767E+12,5.04789E+12,5.81455E+12,5.64344E+12,6.063E+12,6.92635E+12,7.33479E+12,7.66792E+12,7.90666E+12,7.88432E+12,8.0752E+12,8.54592E+12,
Europe & Central Asia,ECS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7449E+12,1.00309E+13,1.00979E+13,1.01949E+13,1.04041E+13,1.08143E+13,1.12127E+13,1.17283E+13,1.21739E+13,1.26684E+13,1.3666E+13,1.43747E+13,1.50888E+13,1.56999E+13,1.67244E+13,1.76827E+13,1.96262E+13,2.11021E+13,2.26387E+13,2.20967E+13,2.3122E+13,2.4741E+13,2.54884E+13,2.65079E+13,2.73187E+13,2.78224E+13,2.86358E+13,2.99038E+13,
Ecuador,ECU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49347419556,53178108422,55540310861,57983766615,61739377828,64446776916,66759716909,70841032129,73948995263,71522291125,73948445631,78670825175,83150964937,87118288145,96863794837,1.05271E+11,1.13283E+11,1.18845E+11,1.28879E+11,1.30594E+11,1.36849E+11,1.50664E+11,1.62096E+11,1.72862E+11,1.82631E+11,1.84794E+11,1.84857E+11,1.9264E+11,
"Egypt, Arab Rep.",EGY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13984E+11,2.23595E+11,2.38921E+11,2.51701E+11,2.67271E+11,2.85512E+11,3.05227E+11,3.27502E+11,3.49515E+11,3.76345E+11,4.09427E+11,4.33562E+11,4.5074E+11,4.74409E+11,5.07401E+11,5.47147E+11,6.02553E+11,6.62434E+11,7.23763E+11,7.63343E+11,8.12437E+11,8.43842E+11,8.78518E+11,9.12216E+11,9.55664E+11,1.00826E+12,1.06551E+12,1.13004E+12,
Euro area,EMU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.27993E+12,5.60365E+12,5.81195E+12,5.90942E+12,6.18405E+12,6.47064E+12,6.6905E+12,6.9807E+12,7.32184E+12,7.63189E+12,8.13438E+12,8.55165E+12,8.92583E+12,9.11004E+12,9.52619E+12,9.91618E+12,1.07619E+13,1.14466E+13,1.19493E+13,1.16854E+13,1.20484E+13,1.25566E+13,1.27111E+13,1.31529E+13,1.35121E+13,1.38757E+13,1.43355E+13,1.49063E+13,
Eritrea,ERI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2366643661,2748954780,3403238017,3573524893,3975668545,4363516718,4489058413,4558369853,4515614054,5022891985,5253276514,5215746473,5436965860,5756383486,5875729017,6118169293,5627900639,5890463355,6093233053,6758835465,,,,,,,
Spain,ESP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29934E+11,5.61514E+11,5.79651E+11,5.87321E+11,6.14115E+11,6.44211E+11,6.74634E+11,7.15449E+11,7.648E+11,8.03988E+11,8.73445E+11,9.36694E+11,1.0094E+12,1.05698E+12,1.1241E+12,1.2093E+12,1.36829E+12,1.47401E+12,1.53779E+12,1.50147E+12,1.48833E+12,1.49896E+12,1.49619E+12,1.52E+12,1.56685E+12,1.61712E+12,1.68761E+12,1.76964E+12,
Estonia,EST,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9027077359,9660042195,10970181292,11586571956,11633853162,13159259164,14313345219,15987498483,17906822948,19654230830,22375658815,25940225107,29442013193,30303860344,27355830719,28763509232,32579424941,34419815454,36239295476,37515048682,37737670349,39135985954,41756008089,
Ethiopia,ETH,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20262639543,19442704019,18161308669,21037115183,22170170870,24019382192,27497046133,28844139464,28148876691,30054968067,32605713536,36117148603,37227065862,37148739301,43350919344,50034195901,57158998048,65402691973,73880033932,80993822427,92272352860,1.04705E+11,1.15855E+11,1.30184E+11,1.46114E+11,1.63048E+11,1.77615E+11,1.99336E+11,
European Union,EUU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16273E+12,7.48434E+12,7.7285E+12,7.90412E+12,8.30286E+12,8.71309E+12,9.07148E+12,9.47998E+12,9.90242E+12,1.03076E+13,1.10192E+13,1.15874E+13,1.21286E+13,1.24648E+13,1.31241E+13,1.36455E+13,1.48179E+13,1.57627E+13,1.65385E+13,1.61877E+13,1.67754E+13,1.74978E+13,1.78192E+13,1.84862E+13,1.90596E+13,1.96055E+13,2.02816E+13,2.11093E+13,
Fragile and conflict affected situations,FCS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71443E+11,3.81975E+11,4.19449E+11,4.61762E+11,4.87948E+11,5.17042E+11,5.65935E+11,6.2584E+11,7.15974E+11,7.85086E+11,8.21469E+11,8.66649E+11,8.76327E+11,8.44795E+11,1.00164E+12,1.10548E+12,1.2219E+12,1.32254E+12,1.4248E+12,1.50529E+12,1.62512E+12,1.58137E+12,1.80953E+12,1.91825E+12,1.97511E+12,2.03986E+12,2.17357E+12,2.27408E+12,
Finland,FIN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90548294248,88028553960,87041886831,88458273027,93899549992,99890841312,1.02765E+11,1.11887E+11,1.2131E+11,1.27942E+11,1.38457E+11,1.44194E+11,1.48566E+11,1.51088E+11,1.62749E+11,1.6784E+11,1.80988E+11,1.99367E+11,2.12373E+11,2.01933E+11,2.07965E+11,2.19214E+11,2.19916E+11,2.24594E+11,2.2649E+11,2.3053E+11,2.38376E+11,2.47269E+11,
Fiji,FJI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2774422653,2789366812,3026981941,3165011474,3397217852,3554774602,3793413053,3773454002,3863992994,4268359405,4291273557,4476848754,4691032350,4832419843,5228458717,5434468467,5705195368,5807206778,5982274667,5944159874,6194534328,6493459112,6706403160,7137335536,7672546751,8053912959,8187660391,8651711704,
France,FRA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02785E+12,1.07296E+12,1.11472E+12,1.13389E+12,1.1852E+12,1.23514E+12,1.27434E+12,1.33309E+12,1.40475E+12,1.47052E+12,1.58921E+12,1.68883E+12,1.76293E+12,1.75154E+12,1.82123E+12,1.92688E+12,2.06382E+12,2.18183E+12,2.25926E+12,2.24397E+12,2.33677E+12,2.44648E+12,2.474E+12,2.60852E+12,2.66203E+12,2.70132E+12,2.76519E+12,2.87606E+12,
Faroe Islands,FRO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169418192.8,188059402.5,200055582.7,221488745.7,224993221.2,245956826.9,242654114.2,231836471.8,241279300.9,248361447.8,265604105.3,276403331.9,282330064.3,293565970.3,292194649.1,307799506.4,316841224,318890249.2,317934806,324120442.3,334778100.2,353126615.3,352476597.3,344349074,342971406.4,363787753.8,371007960.8,389769444.9,
Gabon,GAB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12001641597,13159136565,13043199768,13880536066,14702249931,15755410729,16624602024,17879440850,18702044100,17292097219,17352568744,18126978169,18359414692,19146335796,19808459115,20992995487,21030670083,22887539530,22564432278,22765426236,24677227804,26972900730,28912213435,31035749442,32955955587,34605531677,35780017423,36604227516,
United Kingdom,GBR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.69455E+11,9.9084E+11,1.01722E+12,1.06773E+12,1.13277E+12,1.18495E+12,1.26488E+12,1.33732E+12,1.37157E+12,1.41843E+12,1.54568E+12,1.62358E+12,1.71028E+12,1.79205E+12,1.90359E+12,1.95923E+12,2.09926E+12,2.16403E+12,2.24097E+12,2.15411E+12,2.25177E+12,2.31578E+12,2.40186E+12,2.52076E+12,2.63022E+12,2.70805E+12,2.79806E+12,2.8567E+12,
Georgia,GEO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24781144381,20203124398,11385679344,8241197949,7541257672,7898705696,8943705894,10053671495,10478324080,10943927070,11398723127,12218731825,13085405608,14822187417,16112469795,18225530779,20555197876,23756645335,24808387536,24084382990,25902054100,28345977209,30701389785,32253882982,34350701353,35723350744,37209842458,39710162585,
Ghana,GHA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18149309711,19743934496,20977417684,22518136901,23756265322,25249077546,26893306278,28501440482,30164972162,31974162478,33911705327,36071900260,38273802961,41066928334,44559138991,48706473272,53415805450,57221061445,63681831450,67273940395,73474945716,85526138706,95195740081,1.03807E+11,1.08732E+11,1.12305E+11,1.17659E+11,1.2953E+11,
Gibraltar,GIB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5513037423,5845414270,6174222376,6639969865,7050500674,7529190963,8008693284,8567843466,8976437537,9461224575,9918725685,10515894214,11228768496,11595674720,12193337268,12962901727,13518837044,14826177922,15742342744,15684616901,16641526374,17938334090,19349714283,20435879177,21573884355,22639796699,25325619024,28515240277,
"Gambia, The",GMB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892640136.5,951009612.1,1005552471,1060486087,1084726295,1117115325,1162801890,1240655737,1298014213,1402222192,1513007190,1637241381,1608347881,1753116042,1928315033,1971618483,2055035722,2186331867,2357056964,2528134795,2726020899,2662799770,2863707033,3049311632,3074851589,3290592936,3346091125,3561547847,
Guinea-Bissau,GNB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029737179,1118276733,1156349869,1208723568,1273949110,1357742430,1542902078,1671313982,1214716345,1245953424,1343461730,1404155176,1411664926,1447999810,1528900341,1645417910,1735135543,1839436798,1935602945,2016007792,2134723160,2354948198,2357251808,2473310970,2541983583,2727167990,2934937462,3164596274,
Equatorial Guinea,GNQ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275747981.9,282013662.2,388662508.7,441812042.7,526426574.6,631378384.1,1070950355,2722904769,3406837252,4346684149,5255304481,8781778849,10652011228,12380575098,17554826863,21154488253,23484422402,27793851199,33383158834,34088542632,31425606407,34166939303,37688884732,36714648596,37528682030,34479701478,31939586635,30915718152,
Greece,GRC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35597E+11,1.44454E+11,1.48781E+11,1.49883E+11,1.56135E+11,1.62738E+11,1.71075E+11,1.828E+11,1.93171E+11,1.98712E+11,2.10884E+11,2.27899E+11,2.46559E+11,2.60837E+11,2.78769E+11,2.81028E+11,3.14336E+11,3.23575E+11,3.41818E+11,3.37208E+11,3.13353E+11,2.90297E+11,2.79267E+11,2.86169E+11,2.92336E+11,2.88888E+11,2.88418E+11,2.97008E+11,
Grenada,GRD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450653555.4,472105462.1,478757425.5,480547214.9,499085429.2,520344301.3,553359161.1,591058627.8,667697150.2,724680104,777398394.9,779022210.5,818169754,913459912.4,932500689.8,1090259117,1078886850,1175422981,1209836334,1138406749,1146419337,1179039533,1186887566,1234415309,1348852437,1451330797,1524754684,1630718496,
Greenland,GRL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30540924246,32711934127,35076412186,37321243010,39652968927,42483173751,44538224712,47277452526,50176967623,52904716277,56061280974,58676334702,61880711809,64711947186,68587206931,73102061226,79401503040,86653373391,91252114941,92428786084,96242290216,1.02318E+11,1.07297E+11,1.13061E+11,1.19895E+11,1.26212E+11,1.31775E+11,1.37849E+11,
Guam,GUM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1381371036,1513817114,1668442652,1847781452,2048120455,2196037003,2414022294,2607094628,2591137361,2708665484,2732520221,2858499529,2935254209,2974857360,3104443965,3141818549,3404457967,3740402837,3889159914,4057893814,4277439559,4592610280,4923992366,5253719221,5553740110,5791503197,6059895291,6349352825,
High income,HIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8514E+13,1.94935E+13,2.04229E+13,2.12338E+13,2.24292E+13,2.3562E+13,2.47728E+13,2.60895E+13,2.71284E+13,2.8401E+13,3.03628E+13,3.15427E+13,3.27223E+13,3.40706E+13,3.6245E+13,3.83035E+13,4.10813E+13,4.34385E+13,4.48835E+13,4.3977E+13,4.59797E+13,4.80925E+13,4.97006E+13,5.16899E+13,5.34713E+13,5.52173E+13,5.68862E+13,5.90952E+13,
"Hong Kong SAR, China",HKG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99453930239,1.08624E+11,1.18027E+11,1.28328E+11,1.3897E+11,1.45236E+11,1.54186E+11,1.64822E+11,1.5681E+11,1.632E+11,1.79705E+11,1.84832E+11,1.90778E+11,2.00529E+11,2.23969E+11,2.48255E+11,2.73878E+11,2.99344E+11,3.11711E+11,3.06355E+11,3.31083E+11,3.54188E+11,3.66845E+11,3.84331E+11,4.02036E+11,4.161E+11,4.30524E+11,4.54886E+11,
Honduras,HND,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10273289606,10262884931,11134377432,12139759362,12424381589,13468535332,13970976586,14863482115,15564213910,15686145986,17212835067,18084519376,19051516028,20314967764,22174477022,24272830901,26661586554,29064956818,30889137475,30366907263,31884663509,33791210423,35834494560,37429721100,39266636141,41216678401,43308762340,46197767625,
Heavily indebted poor countries (HIPC),HPC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45571E+11,3.59825E+11,3.65636E+11,3.7821E+11,3.87289E+11,4.14842E+11,4.45368E+11,4.72392E+11,4.94125E+11,5.17895E+11,5.45052E+11,5.8228E+11,6.11368E+11,6.51892E+11,7.07597E+11,7.76004E+11,8.48701E+11,9.30871E+11,1.0072E+12,1.05965E+12,1.13706E+12,1.21553E+12,1.31035E+12,1.41097E+12,1.51738E+12,1.61104E+12,1.70741E+12,1.83207E+12,
Croatia,HRV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36731864329,39524991146,42858675607,44286598297,44395548562,47601337980,50170139766,54519324845,58279482499,62458053125,65904390369,75073989562,83339551594,89801929718,86253674318,84965713632,88859138336,90287206290,92804269491,93571870246,96716875539,1.02374E+11,1.08457E+11,
Haiti,HTI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9614739280,10121594843,9802620392,9491275472,8534856533,9575240073,10153768277,10606881034,10955929699,11425067511,11786714083,11929418862,12082091561,12367846437,12260241645,12883151201,13577629101,14404994328,14811519348,15384147158,14715922850,15849403538,16607051385,17589763725,18408612238,18833627658,19350995075,19930307296,
Hungary,HUN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86216073089,85479374145,87008981707,91479508060,94778504735,96291604656,1.01031E+11,1.06803E+11,1.11535E+11,1.21266E+11,1.34904E+11,1.47804E+11,1.56676E+11,1.64255E+11,1.72305E+11,1.84309E+11,1.9133E+11,2.07576E+11,2.06948E+11,2.15559E+11,2.27766E+11,2.29106E+11,2.42016E+11,2.51839E+11,2.57371E+11,2.62042E+11,2.74927E+11,
IBRD only,IBD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.79763E+12,1.02442E+13,1.06986E+13,1.14978E+13,1.21416E+13,1.29365E+13,1.38703E+13,1.48266E+13,1.53478E+13,1.61775E+13,1.74946E+13,1.85628E+13,1.96903E+13,2.12587E+13,2.35625E+13,2.61747E+13,2.95809E+13,3.31399E+13,3.61793E+13,3.76739E+13,4.11772E+13,4.50674E+13,4.82997E+13,5.15118E+13,5.47967E+13,5.75068E+13,6.0936E+13,6.52185E+13,
IDA & IBRD total,IBT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08951E+13,1.13986E+13,1.19063E+13,1.2747E+13,1.34306E+13,1.43003E+13,1.5326E+13,1.63553E+13,1.69433E+13,1.78505E+13,1.92783E+13,2.04677E+13,2.17303E+13,2.34481E+13,2.59692E+13,2.88287E+13,3.2495E+13,3.63305E+13,3.96032E+13,4.12981E+13,4.5066E+13,4.92287E+13,5.27383E+13,5.62924E+13,5.99372E+13,6.29276E+13,6.66193E+13,7.12741E+13,
IDA total,IDA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12172E+12,1.1803E+12,1.23485E+12,1.27474E+12,1.31411E+12,1.38991E+12,1.48318E+12,1.55629E+12,1.62494E+12,1.70346E+12,1.81496E+12,1.93878E+12,2.07712E+12,2.22876E+12,2.44924E+12,2.70028E+12,2.96168E+12,3.23996E+12,3.47461E+12,3.68015E+12,3.94596E+12,4.20869E+12,4.48835E+12,4.83584E+12,5.20192E+12,5.48625E+12,5.75033E+12,6.12623E+12,
IDA blend,IDB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69471E+11,6.01216E+11,6.36592E+11,6.5053E+11,6.72076E+11,7.03252E+11,7.4821E+11,7.76104E+11,8.05296E+11,8.36231E+11,8.88506E+11,9.41826E+11,1.02236E+12,1.09477E+12,1.21181E+12,1.33452E+12,1.4592E+12,1.58517E+12,1.6807E+12,1.78153E+12,1.90192E+12,2.0332E+12,2.16313E+12,2.3227E+12,2.49807E+12,2.62793E+12,2.72538E+12,2.86801E+12,
Indonesia,IDN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.42412E+11,5.99205E+11,6.52685E+11,7.11624E+11,7.81567E+11,8.63452E+11,9.47954E+11,1.00949E+12,8.86497E+11,9.07184E+11,9.73477E+11,1.03194E+12,1.09492E+12,1.17014E+12,1.26281E+12,1.37764E+12,1.49807E+12,1.63553E+12,1.76789E+12,1.86377E+12,2.00395E+12,2.17152E+12,2.34488E+12,2.51516E+12,2.68848E+12,2.85016E+12,3.03181E+12,3.24277E+12,
